contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,ticker
AAPL250417P00280000,2024-10-18 19:36:37+00:00,280.0,44.65,44.8,45.45,-3.4799995,-7.230417,7.0,3.0,0.14563842651367187,True,REGULAR,USD,2025-04-17,AAPL
AAPL250620C00005000,2024-09-26 18:27:01+00:00,5.0,222.6,228.55,231.7,0.0,0.0,4.0,870.0,1.984375078125,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00040000,2024-10-17 13:40:14+00:00,40.0,191.47,194.4,197.2,0.0,0.0,1.0,13.0,1.112797404785156,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00050000,2024-10-16 19:46:05+00:00,50.0,183.05,184.7,187.35,0.0,0.0,20.0,2125.0,1.015629921875,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00055000,2024-10-11 16:53:37+00:00,55.0,173.98,179.9,182.65,0.0,0.0,1.0,436.0,0.9926758544921875,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00060000,2024-10-07 16:54:23+00:00,60.0,165.34,175.05,177.65,0.0,0.0,8.0,407.0,0.945313046875,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00065000,2024-10-07 18:31:01+00:00,65.0,160.07,170.2,172.25,0.0,0.0,2.0,212.0,0.875977802734375,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00070000,2024-10-16 19:41:41+00:00,70.0,163.57,165.4,168.15,0.0,0.0,1.0,325.0,0.8898936791992187,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00075000,2024-10-18 18:02:01+00:00,75.0,162.35,160.6,162.55,2.1700134,1.3547344,5.0,269.0,0.8223894714355469,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00080000,2024-10-18 17:47:33+00:00,80.0,157.54,155.7,158.35,18.5,13.305524,11.0,329.0,0.8204363659667968,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00085000,2024-10-16 14:10:02+00:00,85.0,148.0,150.95,152.9,0.0,0.0,4.0,719.0,0.7697776928710938,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00090000,2024-09-16 14:47:23+00:00,90.0,128.32,142.45,143.15,0.0,0.0,1.0,451.0,1.0000000000000003e-05,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00095000,2024-09-19 14:57:13+00:00,95.0,136.1,141.3,144.0,0.0,0.0,2.0,3807.0,0.74414318359375,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00100000,2024-10-15 19:09:12+00:00,100.0,137.31,137.2,139.15,1.050003,0.7705879,2.0,298.0,0.7379176599121093,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00105000,2024-10-10 13:43:01+00:00,105.0,126.0,131.75,133.4,0.0,0.0,3.0,208.0,0.6667513793945314,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00110000,2024-10-16 14:21:10+00:00,110.0,123.78,126.8,128.6,0.0,0.0,4.0,319.0,0.6402623864746093,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00115000,2024-10-07 17:06:26+00:00,115.0,112.9,122.1,124.85,0.0,0.0,1.0,389.0,0.6472203247070312,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00120000,2024-10-18 18:04:57+00:00,120.0,119.25,117.2,119.0,-1.75,-1.446281,1.0,1348.0,0.5968057897949219,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00125000,2024-10-09 14:01:38+00:00,125.0,105.4,113.25,115.4,0.0,0.0,10.0,455.0,0.6190223645019532,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00130000,2024-10-18 13:30:02+00:00,130.0,110.0,107.65,109.45,0.22000122,0.20040192,10.0,677.0,0.5562788513183594,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00135000,2024-10-18 19:40:53+00:00,135.0,104.25,102.9,104.7,10.650002,11.378207,5.0,565.0,0.5370529693603516,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00140000,2024-10-15 13:34:16+00:00,140.0,99.0,98.25,100.8,0.0,0.0,1.0,904.0,0.5347336566162109,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00145000,2024-10-16 15:43:09+00:00,145.0,90.72,93.45,95.2,0.0,0.0,10.0,557.0,0.5280198565673828,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00150000,2024-10-18 19:41:15+00:00,150.0,90.1,89.8,90.9,2.7999954,3.2073255,1.0,1355.0,0.5039112109375,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00155000,2024-10-17 14:34:07+00:00,155.0,82.65,84.1,86.85,0.0,0.0,5.0,994.0,0.5174608801269531,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00160000,2024-10-18 13:30:00+00:00,160.0,81.45,79.5,81.15,3.399994,4.356174,1.0,2997.0,0.470281176147461,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00165000,2024-10-16 19:24:09+00:00,165.0,72.8,74.85,76.6,0.0,0.0,5.0,1232.0,0.454107021484375,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00170000,2024-10-18 17:05:12+00:00,170.0,72.2,71.45,71.8,4.989998,7.424487,16.0,2817.0,0.4315547567749024,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00175000,2024-10-18 18:50:17+00:00,175.0,67.58,66.95,67.35,3.4300003,5.3468437,101.0,2016.0,0.41699801757812494,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00180000,2024-10-18 19:20:51+00:00,180.0,62.88,62.5,62.85,2.9300003,4.8874063,30.0,6037.0,0.4007017938232422,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00185000,2024-10-18 18:38:34+00:00,185.0,58.82,58.15,58.45,3.4199982,6.1732817,107.0,2927.0,0.3858093646240234,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00190000,2024-10-18 16:30:50+00:00,190.0,53.99,53.85,54.15,2.25,4.348666,16.0,6966.0,0.37201555725097657,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00195000,2024-10-18 16:48:10+00:00,195.0,49.98,49.65,49.95,3.0299988,6.4536715,8.0,3435.0,0.35904571624755854,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00200000,2024-10-18 19:28:00+00:00,200.0,45.89,45.6,45.9,2.540001,5.8592873,333.0,7468.0,0.34754070434570306,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00205000,2024-10-18 19:54:22+00:00,205.0,41.72,41.65,42.0,1.9700012,4.955978,3.0,6110.0,0.3371037969970704,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00210000,2024-10-18 19:54:22+00:00,210.0,37.92,37.8,38.1,2.369999,6.666664,169.0,6609.0,0.32520206054687495,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00215000,2024-10-18 19:20:51+00:00,215.0,34.25,34.15,34.45,1.7599983,5.417046,55.0,9461.0,0.3154975677490234,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00220000,2024-10-18 19:23:20+00:00,220.0,30.98,30.65,30.95,2.0699997,7.160151,84.0,8769.0,0.306220316772461,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00225000,2024-10-18 19:48:47+00:00,225.0,27.52,27.35,27.6,1.7200012,6.6666713,61.0,4659.0,0.29715668670654294,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00230000,2024-10-18 19:12:13+00:00,230.0,24.53,24.25,24.5,1.8800011,8.300225,697.0,9216.0,0.289496851196289,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00235000,2024-10-18 19:48:47+00:00,235.0,21.52,21.35,21.6,1.6700001,8.413098,207.0,11966.0,0.28232529205322265,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00240000,2024-10-18 19:51:18+00:00,240.0,18.75,18.7,18.9,1.3799992,7.944727,67.0,13846.0,0.27555045745849605,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00245000,2024-10-18 19:54:00+00:00,245.0,16.4,16.2,16.45,1.29,8.537393,44.0,7779.0,0.2696911410522461,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00250000,2024-10-18 19:49:58+00:00,250.0,14.1,14.0,14.2,1.25,9.727626,425.0,17508.0,0.2640759628295898,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00260000,2024-10-18 19:57:46+00:00,260.0,10.44,10.25,10.4,0.8699999,9.090908,122.0,12683.0,0.2548292291259766,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00270000,2024-10-18 19:49:32+00:00,270.0,7.43,7.35,7.5,0.62999964,9.2647,130.0,10856.0,0.24845111907958983,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00280000,2024-10-18 19:32:59+00:00,280.0,5.25,5.15,5.3,0.48999977,10.294112,132.0,9471.0,0.24338525177001952,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00290000,2024-10-18 17:35:43+00:00,290.0,3.7,3.55,3.7,0.29999995,8.823527,61.0,2165.0,0.23984524810791014,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00300000,2024-10-18 19:32:59+00:00,300.0,2.53,2.42,2.52,0.24000001,10.4803505,356.0,10935.0,0.23645783081054686,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00310000,2024-10-18 18:13:32+00:00,310.0,1.76,1.65,1.75,0.14999998,9.316769,32.0,6884.0,0.23566438171386717,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00320000,2024-10-18 19:33:47+00:00,320.0,1.19,1.14,1.2,0.110000014,10.185185,54.0,5538.0,0.23493196716308595,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00330000,2024-10-18 17:06:04+00:00,330.0,0.85,0.79,0.85,0.07000005,8.974366,11.0,1178.0,0.2362136926269531,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00340000,2024-10-18 17:24:43+00:00,340.0,0.59,0.54,0.62,0.060000002,11.320756,3.0,698.0,0.2386550744628906,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620C00350000,2024-10-18 19:42:33+00:00,350.0,0.42,0.39,0.46,0.01999998,4.999995,102.0,1393.0,0.2417068017578125,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00010000,2024-09-03 15:10:11+00:00,10.0,0.02,0.0,0.02,0.0,0.0,1.0,3.0,1.21875390625,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00015000,2024-09-23 19:49:39+00:00,15.0,0.01,0.0,0.03,0.0,0.0,5.0,8.0,1.09375453125,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00020000,2024-09-25 19:49:53+00:00,20.0,0.01,0.0,0.04,0.0,0.0,5.0,7.0,1.0078174609375,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00025000,2024-09-25 13:30:00+00:00,25.0,0.01,0.0,0.04,0.0,0.0,10.0,19.0,0.914063359375,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00030000,2024-09-25 13:30:00+00:00,30.0,0.01,0.0,0.04,0.0,0.0,,5.0,0.8359391406249999,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00040000,2024-10-01 14:56:17+00:00,40.0,0.04,0.0,0.05,0.0,0.0,2.0,9.0,0.73437765625,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00050000,2024-10-17 13:48:22+00:00,50.0,0.04,0.01,0.05,0.0,0.0,8.0,2324.0,0.6523472265625001,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00055000,2024-10-18 17:19:52+00:00,55.0,0.06,0.01,0.06,0.009999998,19.999996,5.0,512.0,0.6210975390625001,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00060000,2024-09-12 15:25:39+00:00,60.0,0.08,0.03,0.08,0.0,0.0,110.0,376.0,0.6113320117187502,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00065000,2024-10-17 16:08:48+00:00,65.0,0.06,0.03,0.08,0.0,0.0,10.0,319.0,0.57617611328125,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00070000,2024-09-24 14:25:04+00:00,70.0,0.11,0.05,0.1,0.0,0.0,1.0,990.0,0.5625043750000001,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00075000,2024-10-09 19:49:59+00:00,75.0,0.1,0.06,0.12,0.0,0.0,1.0,2148.0,0.5410202148437502,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00080000,2024-09-23 15:40:30+00:00,80.0,0.11,0.09,0.14,0.0,0.0,102.0,1437.0,0.526371923828125,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00085000,2024-10-03 16:47:22+00:00,85.0,0.16,0.11,0.16,0.0,0.0,1.0,2413.0,0.507817421875,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00090000,2024-09-12 14:24:27+00:00,90.0,0.25,0.15,0.21,0.0,0.0,25.0,391.0,0.507817421875,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00095000,2024-10-10 19:03:15+00:00,95.0,0.2,0.16,0.21,0.0,0.0,383.0,986.0,0.4809622216796875,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00100000,2024-10-18 15:30:41+00:00,100.0,0.22,0.2,0.25,-0.010000005,-4.3478284,40.0,2415.0,0.46631393066406257,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00105000,2024-10-16 16:50:03+00:00,105.0,0.28,0.23,0.28,0.0,0.0,100.0,2170.0,0.4484918432617187,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00110000,2024-10-16 16:32:24+00:00,110.0,0.33,0.27,0.32,0.0,0.0,40.0,1541.0,0.432622861328125,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00115000,2024-10-17 16:44:27+00:00,115.0,0.37,0.32,0.37,0.0,0.0,6.0,1998.0,0.4184628466796875,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00120000,2024-10-18 15:30:41+00:00,120.0,0.4,0.37,0.43,-0.049999982,-11.111108,36.0,2383.0,0.40479110839843746,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00125000,2024-10-15 14:47:51+00:00,125.0,0.5,0.44,0.5,0.0,0.0,1.0,3488.0,0.3918517846679687,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00130000,2024-10-18 15:35:32+00:00,130.0,0.54,0.52,0.58,-0.049999952,-8.474568,5.0,4257.0,0.3794007373046875,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00135000,2024-10-18 19:27:43+00:00,135.0,0.63,0.61,0.67,-0.09000003,-12.500005,1.0,3407.0,0.36694968994140625,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00140000,2024-10-18 16:47:39+00:00,140.0,0.73,0.71,0.77,-0.109999955,-13.095233,17.0,5104.0,0.3546207116699218,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00145000,2024-10-18 19:32:59+00:00,145.0,0.87,0.83,0.9,-0.100000024,-10.30928,2.0,4378.0,0.3437565625,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00150000,2024-10-18 18:33:09+00:00,150.0,0.99,0.97,1.04,-0.14999998,-13.157892,6.0,11853.0,0.3324041369628906,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00155000,2024-10-18 18:46:33+00:00,155.0,1.15,1.15,1.22,-0.22000003,-16.058395,12.0,5835.0,0.3223944714355468,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00160000,2024-10-17 19:42:37+00:00,160.0,1.55,1.35,1.42,0.0,0.0,11.0,9184.0,0.31214066772460936,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00165000,2024-10-18 15:35:32+00:00,165.0,1.62,1.6,1.66,-0.03999996,-2.4096363,5.0,10734.0,0.3024361749267578,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00170000,2024-10-18 19:36:42+00:00,170.0,1.93,1.89,1.96,-0.22000015,-10.232565,476.0,11375.0,0.2937692694091796,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00175000,2024-10-18 17:59:05+00:00,175.0,2.28,2.23,2.32,-0.30999994,-11.9691105,27.0,6883.0,0.28552960571289054,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00180000,2024-10-18 19:32:57+00:00,180.0,2.66,2.63,2.73,-0.3699999,-12.211218,10.0,18864.0,0.2771678729248046,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00185000,2024-10-18 16:01:16+00:00,185.0,3.15,3.1,3.25,-0.28999996,-8.430231,25.0,7456.0,0.27008786560058595,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00190000,2024-10-18 19:33:04+00:00,190.0,3.75,3.7,3.8,-0.3499999,-8.536583,3701.0,17825.0,0.2617261328125,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00195000,2024-10-18 19:33:10+00:00,195.0,4.4,4.35,4.5,-0.4499998,-9.278347,108.0,4766.0,0.25485974639892583,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00200000,2024-10-18 19:54:30+00:00,200.0,5.2,5.1,5.3,-0.5,-8.77193,570.0,14561.0,0.24784077362060547,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00205000,2024-10-18 19:38:10+00:00,205.0,6.15,6.05,6.2,-0.8499999,-12.142856,333.0,4701.0,0.2404555935668945,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00210000,2024-10-18 17:54:52+00:00,210.0,7.03,7.1,7.3,-0.7399998,-9.523807,96.0,17128.0,0.23419955261230468,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00215000,2024-10-18 19:56:48+00:00,215.0,8.37,8.3,8.5,-1.1300001,-11.894738,7.0,3079.0,0.22702799346923824,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00220000,2024-10-18 19:58:05+00:00,220.0,9.77,9.7,9.9,-0.92999935,-8.691583,29.0,4121.0,0.22031419342041014,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00225000,2024-10-18 19:58:05+00:00,225.0,11.38,11.3,11.5,-1.2699995,-10.039522,1025.0,11008.0,0.2137377210998535,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00230000,2024-10-18 19:39:58+00:00,230.0,13.2,13.15,13.35,-1.5500002,-10.508476,83.0,3146.0,0.20768004241943355,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00235000,2024-10-18 19:42:43+00:00,235.0,15.3,15.15,15.4,-1.1999998,-7.272726,47.0,2114.0,0.20124089782714843,False,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00240000,2024-10-18 19:32:59+00:00,240.0,17.55,17.45,17.7,-2.0,-10.230179,4.0,1031.0,0.1948322705078125,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00245000,2024-10-18 19:03:10+00:00,245.0,20.05,20.0,20.25,-0.55000114,-2.6699085,4.0,1268.0,0.1883015740966797,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00250000,2024-10-17 14:20:03+00:00,250.0,23.5,22.8,23.1,-1.3899994,-5.5845695,1.0,347.0,0.18207605041503905,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00260000,2024-10-18 14:01:12+00:00,260.0,29.0,29.3,29.7,-1.7999992,-5.8441534,2.0,145.0,0.17057103851318361,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00270000,2024-10-18 15:45:47+00:00,270.0,37.02,36.85,37.35,-2.869999,-7.1947827,2.0,468.0,0.158486198425293,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00280000,2024-09-18 14:07:57+00:00,280.0,60.36,45.7,46.05,0.0,0.0,6.0,0.0,0.14954463745117189,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00290000,2024-09-17 19:58:19+00:00,290.0,73.26,57.35,58.2,0.0,0.0,7.0,0.0,0.229499892578125,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00300000,2024-08-23 17:08:22+00:00,300.0,74.43,69.65,73.7,0.0,0.0,3.0,0.0,0.3577029562377929,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00310000,2024-03-21 15:02:24+00:00,310.0,137.3,144.1,146.5,0.0,0.0,4.0,0.0,1.2209511608886716,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00320000,2024-07-26 14:45:18+00:00,320.0,103.19,92.15,94.1,0.0,0.0,1.0,1.0,0.4153806021118164,True,REGULAR,USD,2025-06-20,AAPL
AAPL250620P00350000,2024-08-30 19:45:12+00:00,350.0,121.25,121.6,122.85,0.0,0.0,2.0,0.0,0.45889823333740243,True,REGULAR,USD,2025-06-20,AAPL
AAPL250815C00105000,2024-08-12 17:53:32+00:00,105.0,116.55,119.85,123.55,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00110000,2024-08-20 14:51:43+00:00,110.0,121.1,122.6,125.3,0.0,0.0,19.0,138.0,0.3850159155273437,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00115000,2024-10-18 17:43:50+00:00,115.0,124.5,122.45,125.75,7.989998,6.857778,1.0,7.0,0.6097451135253908,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00120000,2024-08-06 14:42:26+00:00,120.0,91.46,105.25,110.0,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00125000,2024-08-07 15:05:37+00:00,125.0,94.59,101.55,103.9,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00130000,2024-09-04 19:55:35+00:00,130.0,96.85,101.2,102.95,0.0,0.0,25.0,27.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00140000,2024-10-07 14:19:10+00:00,140.0,91.15,98.55,102.3,0.0,0.0,20.0,20.0,0.5095263891601562,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00150000,2024-10-04 14:41:01+00:00,150.0,82.0,89.25,93.1,0.0,0.0,3.0,51.0,0.5238084729003907,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00155000,2024-10-16 16:51:24+00:00,155.0,82.73,84.65,88.45,0.0,0.0,4.0,12.0,0.5037891418457032,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00160000,2024-10-14 14:12:58+00:00,160.0,77.74,80.55,83.9,0.0,0.0,5.0,37.0,0.48599757171630864,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00165000,2024-10-15 14:08:57+00:00,165.0,79.75,77.35,77.75,0.0,0.0,1.0,13.0,0.43469803588867195,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00170000,2024-10-15 14:08:33+00:00,170.0,75.25,72.9,73.3,0.0,0.0,1.0,40.0,0.42032440032958984,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00175000,2024-10-15 14:10:55+00:00,175.0,70.4,68.45,68.9,0.0,0.0,2.0,21.0,0.4063780065917969,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00180000,2024-10-15 16:25:28+00:00,180.0,64.2,64.2,64.6,0.0,0.0,1.0,25.0,0.3936828210449219,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00185000,2024-10-18 15:08:36+00:00,185.0,60.12,59.9,60.3,-0.08000183,-0.13289341,5.0,73.0,0.3802552209472656,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00190000,2024-10-18 18:42:26+00:00,190.0,56.35,55.75,56.2,1.1499977,2.0833292,2.0,45.0,0.36939107177734376,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00195000,2024-10-17 18:03:52+00:00,195.0,49.66,51.7,52.05,0.0,0.0,1.0,140.0,0.3567569207763671,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00200000,2024-10-15 14:07:06+00:00,200.0,50.1,47.75,48.05,0.0,0.0,3.0,143.0,0.34549604705810544,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00205000,2024-10-18 14:50:00+00:00,205.0,43.86,43.9,44.3,0.45999908,1.0599058,2.0,88.0,0.33670707244873044,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00210000,2024-10-18 18:48:31+00:00,210.0,40.76,40.2,40.6,2.1599998,5.5958548,3.0,181.0,0.32730775238037113,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00215000,2024-10-16 19:05:37+00:00,215.0,36.89,36.65,37.0,2.540001,7.3944716,4.0,157.0,0.3179084323120117,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00220000,2024-10-17 17:18:06+00:00,220.0,33.9,33.25,33.6,2.0700016,6.503304,13.0,199.0,0.3096687686157227,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00225000,2024-10-17 17:26:04+00:00,225.0,28.65,30.0,30.4,0.0,0.0,21.0,3344.0,0.30240565765380856,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00230000,2024-10-18 14:40:08+00:00,230.0,27.2,27.0,27.35,1.5,5.836576,28.0,2190.0,0.2953409089660644,True,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00235000,2024-10-18 17:01:22+00:00,235.0,24.6,24.1,24.45,2.460001,11.111115,2.0,622.0,0.28838297073364244,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00240000,2024-10-18 19:50:39+00:00,240.0,21.6,21.5,21.8,1.4300003,7.0897384,9.0,357.0,0.2826304647827148,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00245000,2024-10-16 19:08:48+00:00,245.0,19.0,19.0,19.3,1.4799995,8.447485,4.0,2462.0,0.276801665649414,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00250000,2024-10-18 19:18:40+00:00,250.0,17.02,16.75,17.05,1.4200001,9.102564,26.0,678.0,0.2720714883422851,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00255000,2024-10-18 19:07:55+00:00,255.0,14.86,14.65,14.95,1.3099995,9.667892,5.0,166.0,0.2672192419433594,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00260000,2024-10-18 19:28:14+00:00,260.0,13.08,12.85,13.05,1.1300001,9.456068,6.0,6685.0,0.26285527191162117,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00265000,2024-10-18 17:13:50+00:00,265.0,11.49,11.15,11.4,1.1399994,11.014486,6.0,323.0,0.2596814755249024,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00270000,2024-10-18 19:56:56+00:00,270.0,9.8,9.65,9.85,0.8500004,9.497211,5.0,343.0,0.25586681640625003,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00275000,2024-10-18 16:37:50+00:00,275.0,8.47,8.3,8.55,1.1200004,15.2381,6.0,112.0,0.253486469116211,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00280000,2024-10-18 18:40:35+00:00,280.0,7.35,7.15,7.35,0.5999999,8.888887,20.0,198.0,0.2506788800048828,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00285000,2024-10-17 17:03:00+00:00,285.0,5.8,6.1,6.3,0.0,0.0,5.0,96.0,0.24820698089599608,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00290000,2024-10-18 17:14:42+00:00,290.0,5.5,5.2,5.4,0.75,15.789473,416.0,71.0,0.2462843927001953,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00295000,2024-10-17 13:30:02+00:00,295.0,4.45,4.4,4.65,0.0,0.0,4.0,20.0,0.2451552536010742,False,REGULAR,USD,2025-08-15,AAPL
AAPL250815C00300000,2024-10-18 17:02:57+00:00,300.0,3.97,3.8,3.95,0.37000012,10.2777815,10.0,705.0,0.24329369995117187,False,REGULAR,USD,2025-08-15,AAPL
